,Year,Province,Products,VALUE
5465,2017,Nova Scotia,Convention fees,11.3
5466,2017,Nova Scotia,Pre-trip expenses,137.3
5467,2017,Nova Scotia,Total other products,68443.0
5468,2017,Nova Scotia,Groceries,2723.0
5469,2017,Nova Scotia,"Beer, wine, and liquor from stores",659.7
5470,2017,Nova Scotia,Urban transit and parking,36.3
5471,2017,Nova Scotia,Miscellaneous products,65024.0
5472,2017,Nova Scotia,Total tourism expenditures,2431.6
5473,2017,Nova Scotia,Total tourism products,1962.5
5474,2017,Nova Scotia,Total transportation,766.1
5475,2017,Nova Scotia,Passenger air transport,249.5
5476,2017,Nova Scotia,Passenger rail transport,7.5
5477,2017,Nova Scotia,Passenger water transport,16.4
5478,2017,Nova Scotia,"Interurban, charter and tour bus transport",15.6
5479,2017,Nova Scotia,Taxis,8.7
5480,2017,Nova Scotia,Vehicle rental,82.1
5481,2017,Nova Scotia,Vehicle repairs and parts,146.7
5482,2017,Nova Scotia,Vehicle fuel,239.6
5483,2017,Nova Scotia,Total accommodation,380.4
5484,2017,Nova Scotia,Hotels,305.9
5485,2017,Nova Scotia,Motels,29.6
5486,2017,Nova Scotia,Camping,17.6
5487,2017,Nova Scotia,Other accommodation,27.3
5488,2017,Nova Scotia,Total food and beverage services,478.5
5489,2017,Nova Scotia,Meals from accommodation,13.7
5490,2017,Nova Scotia,Meals from restaurants,398.3
5491,2017,Nova Scotia,Alcoholic beverages from accommodation,3.1
5492,2017,Nova Scotia,Alcoholic beverages from restaurants,48.7
5493,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,14.7
5494,2017,Nova Scotia,Total other tourism products,337.5
5495,2017,Nova Scotia,Recreation and entertainment,100.8
5496,2017,Nova Scotia,Travel services,88.5
5497,2017,Nova Scotia,Convention fees,10.9
5498,2017,Nova Scotia,Pre-trip expenses,137.3
5499,2017,Nova Scotia,Total other products,469.1
5500,2017,Nova Scotia,Groceries,168.3
5501,2017,Nova Scotia,"Beer, wine, and liquor from stores",42.1
5502,2017,Nova Scotia,Urban transit and parking,4.8
5503,2017,Nova Scotia,Miscellaneous products,253.9
5504,2017,Nova Scotia,Total tourism expenditures,1176.8
5505,2017,Nova Scotia,Total tourism products,932.3
5506,2017,Nova Scotia,Total transportation,433.4
5507,2017,Nova Scotia,Passenger air transport,131.3
5508,2017,Nova Scotia,Passenger rail transport,2.9
5509,2017,Nova Scotia,Passenger water transport,3.6
5510,2017,Nova Scotia,"Interurban, charter and tour bus transport",3.1
5511,2017,Nova Scotia,Taxis,4.9
5512,2017,Nova Scotia,Vehicle rental,7.6
5513,2017,Nova Scotia,Vehicle repairs and parts,106.3
5514,2017,Nova Scotia,Vehicle fuel,173.7
5515,2017,Nova Scotia,Total accommodation,75.5
5516,2017,Nova Scotia,Hotels,60.3
5517,2017,Nova Scotia,Motels,6.2
5518,2017,Nova Scotia,Camping,5.0
5519,2017,Nova Scotia,Other accommodation,4.0
5520,2017,Nova Scotia,Total food and beverage services,219.7
5521,2017,Nova Scotia,Meals from accommodation,6.2
5522,2017,Nova Scotia,Meals from restaurants,182.5
5523,2017,Nova Scotia,Alcoholic beverages from accommodation,1.4
5524,2017,Nova Scotia,Alcoholic beverages from restaurants,22.8
5525,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,6.8
5526,2017,Nova Scotia,Total other tourism products,203.7
5527,2017,Nova Scotia,Recreation and entertainment,35.0
5528,2017,Nova Scotia,Travel services,25.9
5529,2017,Nova Scotia,Convention fees,5.5
5530,2017,Nova Scotia,Pre-trip expenses,137.3
5531,2017,Nova Scotia,Total other products,244.5
5532,2017,Nova Scotia,Groceries,90.8
5533,2017,Nova Scotia,"Beer, wine, and liquor from stores",22.7
5534,2017,Nova Scotia,Urban transit and parking,3.2
5535,2017,Nova Scotia,Miscellaneous products,127.8
5536,2017,Nova Scotia,Total tourism expenditures,1254.9
5537,2017,Nova Scotia,Total tourism products,1030.2
5538,2017,Nova Scotia,Total transportation,332.7
5539,2017,Nova Scotia,Passenger air transport,118.1
5540,2017,Nova Scotia,Passenger rail transport,4.7
5541,2017,Nova Scotia,Passenger water transport,12.7
5542,2017,Nova Scotia,"Interurban, charter and tour bus transport",12.5
5543,2017,Nova Scotia,Taxis,3.8
5544,2017,Nova Scotia,Vehicle rental,74.5
5545,2017,Nova Scotia,Vehicle repairs and parts,40.4
5546,2017,Nova Scotia,Vehicle fuel,66.0
5547,2017,Nova Scotia,Total accommodation,304.8
5548,2017,Nova Scotia,Hotels,245.6
5549,2017,Nova Scotia,Motels,23.3
5550,2017,Nova Scotia,Camping,12.6
5551,2017,Nova Scotia,Other accommodation,23.3
5552,2017,Nova Scotia,Total food and beverage services,258.8
5553,2017,Nova Scotia,Meals from accommodation,7.5
5554,2017,Nova Scotia,Meals from restaurants,215.8
5555,2017,Nova Scotia,Alcoholic beverages from accommodation,1.7
5556,2017,Nova Scotia,Alcoholic beverages from restaurants,25.9
5557,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,7.9
5558,2017,Nova Scotia,Total other tourism products,133.9
5559,2017,Nova Scotia,Recreation and entertainment,65.9
5560,2017,Nova Scotia,Travel services,62.6
5561,2017,Nova Scotia,Convention fees,5.4
5562,2017,Nova Scotia,Pre-trip expenses,0.0
5563,2017,Nova Scotia,Total other products,224.7
5564,2017,Nova Scotia,Groceries,77.6
5565,2017,Nova Scotia,"Beer, wine, and liquor from stores",19.4
5566,2017,Nova Scotia,Urban transit and parking,1.6
5567,2017,Nova Scotia,Miscellaneous products,126.1
5568,2017,Nova Scotia,Total tourism expenditures,634.6
5569,2017,Nova Scotia,Total tourism products,534.3
5570,2017,Nova Scotia,Total transportation,172.0
5571,2017,Nova Scotia,Passenger air transport,52.1
5572,2017,Nova Scotia,Passenger rail transport,1.3
5573,2017,Nova Scotia,Passenger water transport,0.9
5574,2017,Nova Scotia,"Interurban, charter and tour bus transport",1.6
5575,2017,Nova Scotia,Taxis,2.2
5576,2017,Nova Scotia,Vehicle rental,36.2
5577,2017,Nova Scotia,Vehicle repairs and parts,29.5
5578,2017,Nova Scotia,Vehicle fuel,48.2
5579,2017,Nova Scotia,Total accommodation,141.6
5580,2017,Nova Scotia,Hotels,114.8
5581,2017,Nova Scotia,Motels,10.8
5582,2017,Nova Scotia,Camping,10.3
5583,2017,Nova Scotia,Other accommodation,5.7
5584,2017,Nova Scotia,Total food and beverage services,145.2
5585,2017,Nova Scotia,Meals from accommodation,4.2
5586,2017,Nova Scotia,Meals from restaurants,120.5
5587,2017,Nova Scotia,Alcoholic beverages from accommodation,1.0
5588,2017,Nova Scotia,Alcoholic beverages from restaurants,15.0
5589,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,4.5
5590,2017,Nova Scotia,Total other tourism products,75.5
5591,2017,Nova Scotia,Recreation and entertainment,31.0
5592,2017,Nova Scotia,Travel services,42.3
5593,2017,Nova Scotia,Convention fees,2.2
5594,2017,Nova Scotia,Pre-trip expenses,0.0
5595,2017,Nova Scotia,Total other products,100.3
5596,2017,Nova Scotia,Groceries,37.6
5597,2017,Nova Scotia,"Beer, wine, and liquor from stores",9.4
5598,2017,Nova Scotia,Urban transit and parking,1.2
5599,2017,Nova Scotia,Miscellaneous products,52.1
5600,2017,Nova Scotia,Total tourism expenditures,620.1
5601,2017,Nova Scotia,Total tourism products,495.6
5602,2017,Nova Scotia,Total transportation,160.7
5603,2017,Nova Scotia,Passenger air transport,66.1
5604,2017,Nova Scotia,Passenger rail transport,3.3
5605,2017,Nova Scotia,Passenger water transport,11.8
5606,2017,Nova Scotia,"Interurban, charter and tour bus transport",10.9
5607,2017,Nova Scotia,Taxis,1.6
5608,2017,Nova Scotia,Vehicle rental,38.3
5609,2017,Nova Scotia,Vehicle repairs and parts,10.9
5610,2017,Nova Scotia,Vehicle fuel,17.8
5611,2017,Nova Scotia,Total accommodation,163.1
5612,2017,Nova Scotia,Hotels,130.8
5613,2017,Nova Scotia,Motels,12.5
5614,2017,Nova Scotia,Camping,2.3
5615,2017,Nova Scotia,Other accommodation,17.5
5616,2017,Nova Scotia,Total food and beverage services,113.5
5617,2017,Nova Scotia,Meals from accommodation,3.2
5618,2017,Nova Scotia,Meals from restaurants,95.3
5619,2017,Nova Scotia,Alcoholic beverages from accommodation,0.7
5620,2017,Nova Scotia,Alcoholic beverages from restaurants,10.8
5621,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,3.5
5622,2017,Nova Scotia,Total other tourism products,58.3
5623,2017,Nova Scotia,Recreation and entertainment,34.9
5624,2017,Nova Scotia,Travel services,20.2
5625,2017,Nova Scotia,Convention fees,3.2
5626,2017,Nova Scotia,Pre-trip expenses,0.0
5627,2017,Nova Scotia,Total other products,124.5
5628,2017,Nova Scotia,Groceries,40.0
5629,2017,Nova Scotia,"Beer, wine, and liquor from stores",10.0
5630,2017,Nova Scotia,Urban transit and parking,0.4
5631,2017,Nova Scotia,Miscellaneous products,74.1
5632,2017,Nova Scotia,Total tourism expenditures,1501.1
5633,2017,Nova Scotia,Total tourism products,1285.1
5634,2017,Nova Scotia,Total transportation,585.5
5635,2017,Nova Scotia,Passenger air transport,
5636,2017,Nova Scotia,Passenger rail transport,
5637,2017,Nova Scotia,Passenger water transport,
5638,2017,Nova Scotia,"Interurban, charter and tour bus transport",
5639,2017,Nova Scotia,Taxis,
5640,2017,Nova Scotia,Vehicle rental,
5641,2017,Nova Scotia,Vehicle repairs and parts,
5642,2017,Nova Scotia,Vehicle fuel,
5643,2017,Nova Scotia,Total accommodation,321.5
5644,2017,Nova Scotia,Hotels,
5645,2017,Nova Scotia,Motels,
5646,2017,Nova Scotia,Camping,
5647,2017,Nova Scotia,Other accommodation,
5648,2017,Nova Scotia,Total food and beverage services,230.0
5649,2017,Nova Scotia,Meals from accommodation,
5650,2017,Nova Scotia,Meals from restaurants,
5651,2017,Nova Scotia,Alcoholic beverages from accommodation,
5652,2017,Nova Scotia,Alcoholic beverages from restaurants,
5653,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,
5654,2017,Nova Scotia,Total other tourism products,148.1
5655,2017,Nova Scotia,Recreation and entertainment,
5656,2017,Nova Scotia,Travel services,
5657,2017,Nova Scotia,Convention fees,
5658,2017,Nova Scotia,Pre-trip expenses,
5659,2017,Nova Scotia,Total other products,215.9
5660,2017,Nova Scotia,Groceries,
5661,2017,Nova Scotia,"Beer, wine, and liquor from stores",
5662,2017,Nova Scotia,Urban transit and parking,
5663,2017,Nova Scotia,Miscellaneous products,
5664,2017,Nova Scotia,Total tourism expenditures,764.6
5665,2017,Nova Scotia,Total tourism products,652.4
5666,2017,Nova Scotia,Total transportation,325.2
5667,2017,Nova Scotia,Passenger air transport,235.8
5668,2017,Nova Scotia,Passenger rail transport,1.1
5669,2017,Nova Scotia,Passenger water transport,1.8
5670,2017,Nova Scotia,"Interurban, charter and tour bus transport",2.7
5671,2017,Nova Scotia,Taxis,3.6
5672,2017,Nova Scotia,Vehicle rental,16.5
5673,2017,Nova Scotia,Vehicle repairs and parts,23.4
5674,2017,Nova Scotia,Vehicle fuel,40.3
5675,2017,Nova Scotia,Total accommodation,121.2
5676,2017,Nova Scotia,Hotels,106.0
5677,2017,Nova Scotia,Motels,7.8
5678,2017,Nova Scotia,Camping,2.2
5679,2017,Nova Scotia,Other accommodation,5.2
5680,2017,Nova Scotia,Total food and beverage services,116.2
5681,2017,Nova Scotia,Meals from accommodation,4.7
5682,2017,Nova Scotia,Meals from restaurants,92.0
5683,2017,Nova Scotia,Alcoholic beverages from accommodation,1.6
5684,2017,Nova Scotia,Alcoholic beverages from restaurants,13.9
5685,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,4.0
5686,2017,Nova Scotia,Total other tourism products,89.8
5687,2017,Nova Scotia,Recreation and entertainment,29.7
5688,2017,Nova Scotia,Travel services,55.3
5689,2017,Nova Scotia,Convention fees,4.8
5690,2017,Nova Scotia,Pre-trip expenses,
5691,2017,Nova Scotia,Total other products,112.2
5692,2017,Nova Scotia,Groceries,41.9
5693,2017,Nova Scotia,"Beer, wine, and liquor from stores",8.8
5694,2017,Nova Scotia,Urban transit and parking,1.5
5695,2017,Nova Scotia,Miscellaneous products,60.0
5696,2017,Nova Scotia,Total tourism expenditures,736.3
5697,2017,Nova Scotia,Total tourism products,632.6
5698,2017,Nova Scotia,Total transportation,260.2
5699,2017,Nova Scotia,Passenger air transport,
5700,2017,Nova Scotia,Passenger rail transport,
5701,2017,Nova Scotia,Passenger water transport,
5702,2017,Nova Scotia,"Interurban, charter and tour bus transport",
5703,2017,Nova Scotia,Taxis,
5704,2017,Nova Scotia,Vehicle rental,
5705,2017,Nova Scotia,Vehicle repairs and parts,
5706,2017,Nova Scotia,Vehicle fuel,
5707,2017,Nova Scotia,Total accommodation,200.3
5708,2017,Nova Scotia,Hotels,
5709,2017,Nova Scotia,Motels,
5710,2017,Nova Scotia,Camping,
5711,2017,Nova Scotia,Other accommodation,
5712,2017,Nova Scotia,Total food and beverage services,113.8
5713,2017,Nova Scotia,Meals from accommodation,
5714,2017,Nova Scotia,Meals from restaurants,
5715,2017,Nova Scotia,Alcoholic beverages from accommodation,
5716,2017,Nova Scotia,Alcoholic beverages from restaurants,
5717,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,
5718,2017,Nova Scotia,Total other tourism products,58.4
5719,2017,Nova Scotia,Recreation and entertainment,
5720,2017,Nova Scotia,Travel services,
5721,2017,Nova Scotia,Convention fees,
5722,2017,Nova Scotia,Pre-trip expenses,
5723,2017,Nova Scotia,Total other products,103.6
5724,2017,Nova Scotia,Groceries,
5725,2017,Nova Scotia,"Beer, wine, and liquor from stores",
5726,2017,Nova Scotia,Urban transit and parking,
5727,2017,Nova Scotia,Miscellaneous products,
5728,2017,Nova Scotia,Total tourism expenditures,3.3
5729,2017,Nova Scotia,Total tourism products,34.8
5730,2017,Nova Scotia,Total transportation,29.2
5731,2017,Nova Scotia,Passenger air transport,92.9
5732,2017,Nova Scotia,Passenger rail transport,93.6
5733,2017,Nova Scotia,Passenger water transport,38.1
5734,2017,Nova Scotia,"Interurban, charter and tour bus transport",44.4
5735,2017,Nova Scotia,Taxis,21.2
5736,2017,Nova Scotia,Vehicle rental,62.3
5737,2017,Nova Scotia,Vehicle repairs and parts,18.4
5738,2017,Nova Scotia,Vehicle fuel,18.4
5739,2017,Nova Scotia,Total accommodation,96.0
5740,2017,Nova Scotia,Hotels,96.3
5741,2017,Nova Scotia,Motels,92.9
5742,2017,Nova Scotia,Camping,94.2
5743,2017,Nova Scotia,Other accommodation,96.9
5744,2017,Nova Scotia,Total food and beverage services,24.6
5745,2017,Nova Scotia,Meals from accommodation,24.6
5746,2017,Nova Scotia,Meals from restaurants,24.4
5747,2017,Nova Scotia,Alcoholic beverages from accommodation,26.3
5748,2017,Nova Scotia,Alcoholic beverages from restaurants,26.2
5749,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,24.9
5750,2017,Nova Scotia,Total other tourism products,50.4
5751,2017,Nova Scotia,Recreation and entertainment,23.4
5752,2017,Nova Scotia,Travel services,98.0
5753,2017,Nova Scotia,Convention fees,96.3
5754,2017,Nova Scotia,Pre-trip expenses,100.0
5755,2017,Nova Scotia,Total other products,0.7
5756,2017,Nova Scotia,Groceries,6.2
5757,2017,Nova Scotia,"Beer, wine, and liquor from stores",6.4
5758,2017,Nova Scotia,Urban transit and parking,13.2
5759,2017,Nova Scotia,Miscellaneous products,0.4
5760,2017,New Brunswick,Total tourism expenditures,72707.0
5761,2017,New Brunswick,Total tourism products,4525.6
5762,2017,New Brunswick,Total transportation,2086.3
5763,2017,New Brunswick,Passenger air transport,136.6
5764,2017,New Brunswick,Passenger rail transport,9.6
5765,2017,New Brunswick,Passenger water transport,34.6
5766,2017,New Brunswick,"Interurban, charter and tour bus transport",17.3
5767,2017,New Brunswick,Taxis,23.9
5768,2017,New Brunswick,Vehicle rental,74.4
5769,2017,New Brunswick,Vehicle repairs and parts,654.5
5770,2017,New Brunswick,Vehicle fuel,1135.4
5771,2017,New Brunswick,Total accommodation,263.0
5772,2017,New Brunswick,Hotels,203.8
